D03B,D03B1
GUCUKIRA AMABUYE Y'AGACIRO,729
UBUHINZI BW'IMYUMBATI,113
UBUHINZI BW'IBIJUMBA,113
UBUHINZI BW'IMYUMBATI,113
URUGANDA RUTUNGANYA UMUCERI,1079
UBUHINZI BW'IMYUBATI,113
UBUHINZI BW'INYANYA,113
UBUHINZI BW'INYANYA,113
IBISHIMBO,111
IBISHIMBO,113
UBUHINZI BW'IMYUMBATI,113
UBUCURIZI BURANGUZA INZOGA,4630
UBUCURUZI BURANGUZA INZOGA,4630
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'IMYUMBATI,113
UBUHINZI BW'IMYUMBATI,113
UBUHINZI BW'IMYUMBATI,113
UBUHINZI BW'IBISHIMBO,111
UBUHINZI BW'INYANYA,113
UBUHINZI BW'IBISHIMBO,111
UBWIKOREZI BW'IBINTU KUBUTAKA,4922
UBUHINZI BW'IBISHIMBO,111
UBUHINZI BW'INDIMU,123
UBUCURUZI BUDANDAZA AMAKARA,4799
UBUCUKUZI BW'AMABUYE YO KUBAKA,810
UBWUBATSI BW'AMAZU,4100
KWIKORERA IMIZIGO,5224
UBUCUKUZI BW'AMABUYE YO KUBAKISHA,810
UBUHINZI BW'IKAWA,127
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'IKAWA,127
GUKWIRAKWIZA AMAZI,3600
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
SERVICES ZA SALON DE COIFFURE,9602
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
GUSARURA ISHYAMBA,220
UBUHINZI BW'INTORYI,113
UBUHINZI BW'INTORYI,113
UBUHINZI BW'INTORYI,113
UBWUBATSI BW'IMIHANDA,4210
UBUHINZI BW'IBISHYIMBO,111
UBUCURUZI BW'URWAGWA,5610
UBUHINZI BW'IBISHYIMBO,111
UBUCURUZI BUDANDAZA BWIGANJEMO IBIRIBWA,4781
UBUHINZI BW'IBISHYIMBO,111
UBUKANISHI BW'IBYUMA BISYA,3312
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBWOROZI BW'INKA,141
GUTWARA IMIZIGO,5224
UBUHINZI BW'IBISHYIMBO,111
UBUREZI MU MASHURI YISUMBUYE,8521
GUKORA IBIRIBWA MU IFARINI,1071
UBUHINZI BW'URUTOKI,122
UBUHINZI BW'URUTOKI,122
IMIRIMO YO MU RUGO,9700
UBUREZI MU MASHURI YISUMBUYE,8521
UBUREZI MU MASHURI YISUMBUYE,8521
UBWUBATSI BW'AMAZU,4100
UBUDANDAZI BW'IBIRIBWA MURI BOUTIQUE,4781
UBUDANDAZI BW'IBIRIBWA MURI BOUTIQUR,4781
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'IBIGORI,111
UBUDANDAZI BW'IBIRIBWA MU IDUKA,4781
UBUHINZI BW'IBISHYIMBO,111
UBUYOBOZI MUNZEGO ZIBANZE,8411
UBUHINZI BW' IBISHYIMBO,111
UBUHINZI BW' IBIGORI,111
UBUCURUZI BUDANDAZA IMIBIRIKIRA BASUKISHA AMAZI,4781
UBUHINZI BW' IBISHYIMBO,111
UBWOROZI BW' INKA,141
UBUHINZI BW' IBISHYIMBO,111
UBUCURUZI BURANGUZA IBIJUMBA,4630
UBUHINZI BW' IBIGORI,111
KOGOSHA ABAGABO IMISATSI,9602
UBUHINZI BW' IBIJUMBA,113
UBUHINZI BW' IBISHYIMBO,111
UBWIKOREZI BW' IFUMBIRE KU MUTWE,5224
UBWUBATSI  BW' AMAZU ASANZWE,4100
UBWUBATSI BW' AMAZU ASANZWE,4100
UBEUBATSI BW' AMAZU ASANZWE,4100
UBUHINZI BW'IBIRAYI,113
UBUREZI MUMASHURI YISUMBUYE,8521
UBUHINZI BW'IBIRAYI,113
UBUHINZI BW'IBIRAYI,113
UBUHINZI BW'IBIGORI,111
UBWUBATSI BW'AMAZU,4100
GUCURUZA IBIRIBWA MU ISOKO,4781
UBUHINZI BW'IBIRAYI,113
UBUHINZI BW'IBIRAYI,113
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'IBITUNGURU,113
UBUHINZI BW'IBIGORI,111
ABANYONZI,4923
UBUHINZI BWAMASHAZA,111
UBWUBATSI BWAMAZU,4100
UBUHINZI BWIBIRAYI,113
UBUHINZI BWIBIRAYI,113
UBUHINZI BWIBIRAYI,113
UBUHINZI BWIBIRAYI,113
UBUHINZI BWINGANO,111
UBUHINZI BWIBIRAYI,113
UBUHINZI BWIBIRAYI,113
KUBUMBA AMATAFARI,2392
KUDODA IMYAMBARO,1410
UBUHINZI BWIBIRAYI,113
GUSANA IBINYABIZIGA,4520
UBWUBATSI BWAMAZU,4100
UBUHINZI BWINGANO,111
GUTWARA IMIZIGO KWIGARI,4923
UBUHINZI BWAMASHAZA,111
UBUHINZI BWAMASHAZA,111
UBWUBATSI BWAMAZU,4100
UBUHINZI BWIBISHIMBO,111
UBUHINZI BWIBIRAYI,113
UBUHINZI BWIBIRAYI,113
UBUHINZI BWIRAYI,113
UBWUBATSI BWAMAZU ASANZWE,4100
UBWUBATSI BWAMAZU ASANZWE,4100
UBUHINZI BW' IBIGOLI,111
UBWUBATSI BWAMAZU ASANZWE,4100
UBUCUKUZI BWAMABUYE ASANZWE,810
GUTWIKA AMAKARA,220
UBUHINAI BW' IBIJUMBA,113
UBWUBATSI BW' AMAZU ASANZWE,4100
UBWOROZI BW' INKA,141
UBUCUKUZI BWAMABUYE ASANZWE,810
UBUHINZI BW' IMYUMBATI,113
UBUHINZI BW' IBIGOLI,111
UBUHINZI BW' URUTOKI,122
UBWOROZI BW' INKA,141
UBUHINZI BW' IBIGOLI,111
UBUDANDAZI BWA BOUTIQUE,4711
SERVICE ZUMUTEKANO,8423
KWEMGA URWARWA,1101
UBUHINZI BWIBISHYIMBO,111
UBUHINZI BWIBIJUMBA,113
GUSUDIRA,4390
UBUHINZI BWIBISHYIMBO,111
UBUHINZINBWIBISYIMBO,111
GUTWARA IBINTU KWIGARE,4923
UBUHINZI BWIMBOGA,113
GUTWARA ABANTU MUMUHANDA,4921
UBWUBATSI BWAMAZU,4100
UBUHINZI BWIBISHYIMBO,111
UBUHINZI BWIBISHYIMBO,111
UBUHINZI BWIBISHYIMBO,111
UBUHINZI BWIBISHYI!MBO,111
UBUCUKUZI BWAMABUYE YAGACIRO,729
UBUHINZI BWIBIJUMBA,113
UBUHINZI BWIBIJUMBA,113
UBWUBATSI BWAMAZU,4100
UBUHINZI BWIBISHYIMBI,111
UBWOROZI BW INKA,141
UBWUBATSI BW AMAZU,4100
UBUHINZI BW IBIGORI,111
IMIRIMO YO MU RUGO,9700
UBUCURUZI BUDANDAZA IBIRIBWA MURI BUTIKE,4711
GUTWARA ABANTU KU BUTAKA,4921
UBWOROZI BW INKA,141
UBUHINZI BW IBIGORI,111
UBWUBATSI BW AMAZU ASANZWE,4100
IMIRIMO Y UBUHINZI,111
UBUHINZI BW IBIGORI,111
UBUHINZI BW IBIGORI,111
UBUREZI MU MASHURI ABANZA,8510
UBUKANISHI BW AMAGARE,4540
GUTWARA ABANTU KU BUTAKA,4921
UBUDOZI BW IMYAMBARO,1410
KURIMIRA IBIGORI,111
KURIMIRA IBIGORI,111
KURIMIRA IBISHYIMBO,111
UBUHINZI BWIBIGORI,111
UBUHINZI BWIBIGORI,111
UBUHINZI BWIBIGORI,111
UBUHINZI BWIBISHYIMBO,111
UBUHINZI NI UBWOROZI BWINKA,150
UBUHINZI BWIBIGORI,111
UBUHINZI BW'URUTOKI,129
UBUHINZI BWURUTOKI,129
UBWOROZI BWINKA,141
KURIMIRA IBISHYIMBO,111
KURIMIRA IBISHYIMBO,111
UBUHINZI BWIBIGORI,111
UBUHINZI BWIGORI,111
UBUHI BWIBIGORI,111
UBUHINZI BWIBIGORI,111
UBUSUGIRE BWIGIHUGU,8422
UBUHINZI BWIBIGORI,111
UBUHINZI BW IBIGOLI,111
UBUHINZI BW' IBIGOLI,111
GUTWIKA AMAKARA,220
UBUHINZI BW IBISHYIMBO,111
UBUHINZI BW IBISHYIMBO,111
UBUHINZI BW IBISHYIMBO,111
GUSANA IBIKORESHO BYO MURUGO,9522
UBUHINZI BW IBISHYIMBO,111
UBWIKOREZI BWO KUBUTAKA,5224
UBWOROZI BW INKA,141
UBUHINZI BW IBISHYIMBO,111
UBUHINZI BW IBISHYIMBO,111
GUTWIKA AMAKARA YO MUBITI,220
UBUHINZI BW IBISHYIMBO,111
UBWUBATSI BW AMAZU,4100
UBUREZI BWA AMASHURI 9,8521
UBUHINZI BW'IBIGORI,111
UBUDOZI BW'IMYENDA,1410
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'UMUCERI,112
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'IMYUMBATI,113
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBWIKOREZI BW'IMIZIGO,4923
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBIGORI,111
UBUHUNZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUREZI MU MASHURI Y'INSHUKE,8510
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUJINZI BW'IBIGORI,111
KUVOMA AMAZI,9609
UBUNZI BW'IBISHYIMBO,111
UBUNINZI BW'INANASI,122
UBUHINZI BW'IBIGORI,111
GUCURUZA UBWATSI BWO KWENGA MU RUGO,4799
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'INANASI,127
IMIRIMO Y'INGABO,8422
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'URUTOKI,122
UBUHINZI BW'IBIGORI,111
UBWUBATSI BW'INZU,4100
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'UMUCERI,112
UBUCURUZI BW'AMATA,4722
UBUHINZI BW'INYANYA,111
UBUHINZI BW'INYANYA,113
GUTWARA ABANTU N'IBINTU,4922
UBWUBATSI BW'AMAZU ASANZWE,4100
UBUHINZI BW'UMUCELI,112
UBUHINZI BW'UMUCELI,112
UBUHINZI BW'IBITUNGURU,113
IMIRIMO YO MU RUGO,9609
UBUHINZI BW'IBIJUMBA,111
UBUHINZI BW'IBIJUMBA,111
UBUHINZI BW'IBITOKI,122
UBUHINZI BW'AMASHYAMBA,210
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMATAFARI,4100
UBUHINZI BW'INYANYA,113
UBUHINZI BW'IBISHYIMBO,113
UBUHINZI BW'IBISHYIMBO,113
UBUCURUZI BWIMITI IVURABANTU,4772
UBWIKOREZI BWO MUKIRERE,5110
GUSHUSHANYA UKORESHEJE INTOKI,9000
SALES OF ELECTRONIC DEVICES,4741
GUCURUZA IBIKORESHO BYIKORANABUHANGA,4741
UBUCURUZI BWINKWETO MU ISOKO,4782
PRINTING,1811
SALE ELECTRONIC DEVICES,4741
GUSIGA AMARANGI KU INZU,4100
IBARURISHAMIBARE,8411
GUSHUSHANYA KUMYENDA,9000
UBUHINZI BWIBISHYIBO,111
GUCURUZA IMYENDA MUMIHANDA,4799
GUKORISUKU MU MAZU,8121
UBUCURUZI BWA MOBILE MONEY,6499
IMIRIMO YO MURUGO,9700
GUCURUZA AMAVUTA YO KWISIGA MURI BOUTIQUE,4772
GUCURUZA ELETRONIC DEVICES,4730
IMIRIMO YO MURIGO,9700
UBUCURIZI BWIMBUTO MU ISOKO,4781
SERVICE YO GUFOTORA NA CAMERA,7420
ACCOMODATION AND BEVERAGES,5629
ACCOMODATION AND BEVERAGES,5510
UBUCURUZI BWIMBUTO MU ISOKO,4781
IMIRIMO Y'IYOBOKAMANA,9491
KWIGISHA GUTWARA IBINYABIZIGA,8522
UBWISHINGIZI BW'UBUZIMA,6511
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MURUGO,9700
UBUCURUZI BW'IMITI,4772
UBWUBATSI,4100
IMIRIMO YO MU RUGO,9700
IMIRIMO YA GISIRIKARE,8422
UBUDANDAZI BW'IMYENDA MU ISOKO,4751
IMIRIMO Y'AKARERE,8220
IMIRIMO YO MU RUGO,9700
UBUCURUZI BWA ALIMENTATION,4711
UBUCURUZI MURI ALIMENTATION,4721
UBUCURUZI MURI ALIMENTATION,4711
IMIRIMO YO MU RUGO,9700
UBUCURUZI BW UBUNYOBWA NAMAGI MUMUHANDA,4799
BATEGA IMIKINO YAMAHIRWE,9200
IMIRIMO YO MURUGO,9700
UBWUBATSI BW AMAZU,4100
GUTWARA ABANYESHURI,4921
BAKORA AMASHANYARAZI YOMUMAZU,4321
UBUDOZI BW IMYENDA,1410
BATUNGANYA IMISATSI,9602
IMIRIMO YO MURUGO,9700
UBUDOZI BW IMYENDA MURI ATERIE,1410
UBUREZI MUMASHURI YISUMBUYE,8521
IMIRIMO YO MURUGO,9700
BANK SERVICES,6419
UBUVUZI BW ABANTU,8610
UBUCIRUZI BW IMYENDA MU IDUKA,4771
UMUPIRA WAMAGURU,9000
IKIGO KIGIHUGU GISHINZWE IBARURISHA MIBARE,8411
GUTANGA AMAFARANGA SERVICE ZA BANKI,6419
IMIRIMO YO MURUGO,9700
IMIRIMO YO MURUGO,9700
KUDODA IMYAMBARO,1410
IMIRIMO YO MURUGO,9700
GUTANGA SERIVISE ZA RESITORA,5610
SOUNA MASSAGE,8690
GUSANA MUDASOBWA,9529
UBWUBATSI BWAMAZU,4100
GUTANGA AMAHUGURWA,8549
UBWUBATSI BWAMAZU,4100
UBWUBATSI BW'AMAZU ASANZWE,4100
GUKODESHA IMYENDA Y'ABAGENI,4751
UBUVUZI,8620
IVUGABUTUMWA,9491
UBUCURUZI BW'IBINYOBWA BIDASEMBUYE,5630
UBWUBATSI BW'AMAZU ASANZWE,4100
UBWUBATSI BW'AMAZU ASAZWE,4100
UBWUBATSI BW'AMAZU ASANZWE,4100
GUSANA AMAMODOKA,4520
UBWUBATSI BW'AMAZU ASANZWE,4100
UBUCURUZI BW'IBIRIBWA MU MUHANDA,4799
UBUHINZI BW'IBISHYIMBO,111
UBUVUZI RUSANGE,8610
UBUCURUZI BW'IMYENDA,4751
IMIRIMO Y'URUGO,9700
UBWUBATSI,4210
ITERAMBERE RY'UBWIKOREZI,8411
UBUGENZUZI BW'IMARI YA LETA,8411
KUBITSA NO KUGURIZA,6419
KWITA UBUZIMA BW'ABANA BAKENNYE,8890
KWITA KU MIBEREHO Y'ABAMUGAYE,8890
GUKORA IMYENDA,1410
UBWUBATSI BW'INZU,4100
UBUREZI MU MASHULI ABANZA,8510
GUKORA AMASABUNE N'IBINDI BIKORESHO BY'ISUKU,2023
ABIKORERA MU MIRIMO Y'ISUKU,8121
ABIKORERA MU MIRIMO Y'ISUKU,8121
UBWUBATSI BW'INZU,4100
GUTWARA MOTO,4921
GUPAKIRA NO GUPAKURURA,5224
UBWUBATSI BW'INZU,4100
KUDODA IMYAMBARO,1410
UBWOROZI BW'INKOKO,146
UBUCURUZI BUDANDAZA INYAMA MU ISOKO,4781
IMIRIMO YO MURUGO,9700
KUBAKA INZU,4100
GUKORA AMASUKU MU NYUBAKO NAHANDI,8121
IMIRIMO Y'ISUKU MU NYUBAKO,8121
UBUKANISHI BW'IMODOKA,4520
GUKODESHA IMYENDA YABAGENI NA DECORATION,7410
IMIRIMO YO MURUGO,9700
GUTWARA ABANTU MUMODOKA YA TAXI VOITURE,4921
KWAMBIKA ABAGENI NA DECORATION,7410
IMIRIMO YO MURUGO,9700
UBUCURUZI BUDANDAZA BWIMYENDA,4782
UBUDANDAZI BWIMYENDA MU ISOKO,4782
UBUKANISHI BW'IMODOKA,4520
UBUVUZI BW'ABANTU,8610
CIVIL ENGINEERING,4210
UBUDANDAZI  BW'IMYENDA MU ISOKO,4782
IMIRIMO YO MURUGO,9700
UBUCURUZU BWIBIKOMOKA KURI PETROL,4730
UBUVUZI RUSANGE BW'ABANTU,8610
UBWUBATSI BW 'AMAZU ASANZWE,4100
IKIGO CYA LETA,8421
URUGANDA RUTUNGANYA  IKAWA,1079
UBUVUZI RUSANGE BW'ABANTU,8610
UMUKOZI WO MURUGO,9700
UMUZAMU WO MURUGO,9700
IKIGO CYA LETA,8412
UBUCURUZI BW'IBIKORESHO BYUBWUBATSI,4752
UMUKOZI WO MURUGO,9700
IMI,9700
UBUKANISHI BWIMODOKA,4520
TRANSPORT,4921
MONEY TRANSFER,6419
LOGISTICS,5229
EDUCATION,8530
IMIRIMO YOMURUGO,9700
KUGURISHA IBINYABIZIGA,4510
UMUTEKANO NUBUSUGIRE BWIGIHUGU,8423
BGD,5110
UBUCURUZI BW'IMBOGA,4781
UBWUBATSI BWAMAZU,4100
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
UBUDOZI BW'IMYENDA,1410
UBUHINZI BW'IBIGORI,111
BARASUDIRA,2511
UBUSUDIZI,2511
UBUCURUZI BWIGANJEMO IBIRIBWA MURI BOUTIQUE,4711
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
BAKORA DATA ENTRY,7490
BAKORA AKAZI KUBURINZI BWABANTU NIBINTU,8010
UBUDOZI BW'IMYENDA,1410
BASUDIRA INZUGI,2511
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'IMBOGA,113
BARINDA ABANTU NIBYABO,8010
UBWUBATSI BW'AMAZU,4100
ABUKANISHI BW'AMAMODOKA,4520
UBUCURUZI BUDANDAZA IMBOGA MW'ISOKO,4711
UMUTEKANO W'IGIHUGU.,8422
UBWUBATSI BW'AMAZU,4100
ABASANA IMYENDA,1410
UBWUBATSI BW'AMAZU,4100
ABASANA IMYENDA,1410
UBUCURUZI BW'IBIRIBWA,4711
UBUREZI MUMASHURI ABANZA,8510
UBWUBATSI BW'IMIHANDA,4210
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
ABASANA IMYENDA,1410
UBUKANISHI BW'IBINYABIZIGA,4520
ABASANA IMYENDA,1410
UBUCURUZI BW'IBIRIBWA,4711
UBUCURUZI BW'IBIRIBWA,4711
UBUCURUZI BW'IBIRIBWA,4711
UBUCURUZI BW'IMBOGA,4711
UBUVUZI BW'ABANU,8610
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
UBUCURUZI BW'IMBUTO,4711
GUCUNGA UMUTEKANO,8010
UBUCURUZI BWA AVOCA MUMIHANDA,4781
UBUHINZI BWIBIGORI,111
UBUHINZI BWURUTOKI,122
UBUHINZI BWIBISHYIMBO,111
UBUHINZI BWIBISHYIMBO,111
UBUHINZI BWIBISHYIMBO,111
UBWUBATSI BWAMAZU,4100
UBUHINZI BWIBISHYIMBO,111
UBUHINZI BWIBISHYIMBO,111
UBUHINZI BWIBISHYIMBO,111
UBUHINZI BWIBISHYIMBO,111
UBUHINZI BWIBISHYIMBO,111
UBUHINZI BWIBISHYIMBO,111
UBUCURUZI BUNDANDAZA MURI BAR,5630
UBUCURUZI BUDANDAZA MURI BAR,5630
IMIRIMO YO MU RUGO,9700
KURANGUZA IBIRIBWA N'INZOGA,4630
UBUKANISHI BWA MOTO,4540
KURANGA INZU N'IBIBANZA,6820
UBUDOZI BW'IMYAMBARO,1410
UBUDANDAZI BW'IMBOGA MU ISOKO,4781
UBUHINZI BW'IBIRAYI,113
IMIRIMO YO GUTWARA IMIZIGO KUKI MOTO,4923
HOSPITALITY AND TOURISM,9103
GUKORA PATESSERIE,1071
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MU RUGO,9700
IMIRIMO YA LETA,8411
UBUDANDAZI BWIGANJEMO IBYO KURYA MURI BOUTIQUE,4711
UBUDANDAZI BW'IBIRIBWA MURI BOUTIQUE,4711
IMIRIMO YO MU RUGO,9700
IMIRIMO YO MU RUGO,9700
UBUHINZI BW'IBIGORI,111
UBUHINZI BWA SOYA,111
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
UBUDANDAZI BWA PIECES DE RECHANGE,4530
UBWUBATSI BW'AMAZU,4100
GUTWARA ABANTU KU IGARE MU MUHANDA,4921
IKIGO CYA LETA CY'IBARURISHAMIBARE,8412
UBUVUZI BW'ABANTU,8610
IMIRIMO YO MU RUGO,9700
UBWUBATSI BW'AMAZU,4100
IMIRIMO Y'INGABO,8422
UBUSHAKASHATSI,7220
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'INYANYA,113
UBUHINZI BW'INYANYA,113
UBUHINZI BW'UMUCERI,112
KUDANDAZA IBISHYIMBO MURI BOUTIQUE,4711
UBUREZI MU MASHURI ABANZA,8510
UBUCURUZI BW'INKOKO MU ISOKO,4620
UBUDANDAZI BW'AVOCAT MU ISOKO,4781
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'IBISHYIMBO,111
GUSANA AMAGARE,9522
GUTWARA ABAGENZI KURI MOTO,4921
UBWIKOREZI BWA PETROLEUM,4923
GUTUNGANYA UMUSARURO WA KAWA,163
IMIRIMO Y'UBWUBATSI,4100
GUTEGURA IBYO KURYA,5610
URUGANDA RW'IMIFARISO,2219
ASSOCIATION YIGISHA URUBYIRUKO,9499
IMIRIMO YO GUTUNGANYA KAWA,163
IRONDO RY'UMUTEKANO,8010
KUMESA IMYAMBARO,9601
UBUCURUZI BURANGUZA INZOGA,4630
UBWUBATSI BW'AMAZU,4100
KUMESA IMYAMBARO,9601
URUGANDA RUKORA RECYCLING YA ZA PLASTIC,2220
URUGANDA RUKORA RECYCLING YA ZA PLASTIC,2220
IKIGO CY'IGIHUGU CY'UBUZIMA,8411
URUGANDA RUKORA RECYCLING YA ZA PLASTIC,2220
IMIRIMO YO MURUGO,9700
IMIRIMO YO MURUGO,9700
UBUCURUZI BW'IBIKORESHO BYO KUBAKISHA,4752
UBUCURUZI BW'IBIKORESHO BYO KUBAKISHA,4752
GUKORA PLAN Z'ABASHAKA KUBAKA AMAZU,7110
UBUCURUZI BW'IBIKORESHO BY'UBWUBATSI,4752
UBWUBATSI BW'IMIHANDA N'AMAZU,4100
UBUREZI MU MASHURI MAKURU NA KAMINUZA,8530
IMIRIMO YO MURUGO,9700
UBUVUZI BW'ABANTU,8610
IMIRIMO YO MURUGO,9700
IMIRIMO YO MURUGO,9700
UBUCURUZI BW'IBIKORESHO BY'UBWUBATSI,4752
UBUCURUZI BW'IBIKORESHO BY'UBWUBATSI,4752
UBUREZI MU MASHURI YA KAMINUZA,8530
UBUCURUZI BW'INYANYA MW'ISOKO,4781
UBWUBATSI BW'AMAZU,4100
UBUVUZI BW'ABANTU,8610
IMIRIMO YO MURUGO,9700
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
UBWUBATSI BW'AMAZU,4100
SERVICES ZA HOTEL,5510
UBUVUZI BW'ABANTU,8610
GUKORA IBIKORESHO BIKOZE MUBITI,1610
GUKORA IBIKORESHO BIKOZWE MUBITI,1610
UBUDOZI BW'IMYAMBARO,1410
IMIRIMO YO MURUGO,9700
GUTWARA ABAGENZI KURI MOTO,4921
UBUKANISHI N' UBUDANDAZI  BW'AMAPIKIPIKI,4540
GUKORA IBIKAPU BYA MADE IRWANDA,1512
IMIRIMO YO MURUGO,9700
GUTWARA ABANTU MU MODOKA,4921
UBUDANDAZI BW'IBIRIBWA MU ISOKO,4781
IMIRIMO YO MURUGO,9700
UBWUBATSI BW'AMAZU,4100
GUKORA IBIKORESHO BYO MURUGO BIKOZWE MU MBAHO,1610
CLEANING SERVICES,8121
UBUDANDAZI BWA ALIMENTATION,4711
SERVICE ZA HOTEL,5510
KUBOHA IMITAKO,1391
IT SERVICES SUPPORT,6399
IMIRIMO YO MURUGO,9700
GUTWARA ABANTU MU MODOKA,4921
INSURANCE COMPANY,6512
BANK SERVICES,6419
foreign exchange,6612
IMIRIMO YO MURUGO,9700
ITANGAZAMAKURU RY'IGENGA KURI YOUTUBE,9000
INSURANCE COMPANY,6512
IMIRIMO YO MURUGO,9700
IMIRIMO YO MURUGO,9700
IMIRIMO YUMUTEKANO,8423
IMIRIMO YO GUSORESHA,6920
IMIRIMO YAMABANKI,6419
IMIRIMO YAMABANK,6419
IMIRIMO YO MURUGO,9700
KWITA KUBAGIZE IKAMBI,8790
GUSHUSHANYA IBINTU BITANDUKANYE,7410
GUTANGA AMAKURU YAKAGALI,8030
UBUDANDAZI BWIMBUTO MUMUHANDA,4799
GUHUGURA NO KONGERERA UBUMENYI ABANTU,8550
UBUHINZI BWIMBOGA,111
UBWOROZI BWINKWAVU,149
GUKORA IBINYOBWA BIDASINDISHA,1104
IMIRIMO YA CONSULTANCE MUBYAMATEGEKO,7020
IMIRIMO YAMA HOTEL,5510
IMIRIMO YO MU RUGO,9700
UBUCURUZI BWIBIKORESHO BYUBWUBATSI,4752
IMIRIMO YO MURUGO,9700
IMIRIMO YA GISIRIKARE,8423
IMIRIMO YA GISIRIKARE,8423
UBWIKOREZI BWO MUKIRERE,5110
UBUCURUZI BURANGUZA IFARINI NA JUICE,4610
UBUDANDAZI BWIGANJEMO IBIRIBWA NIBINYOBWA MURI SHOP,4711
UBUCURUZI BWA KABARE,4722
UBUCUKUZI BWAKARIYERI,810
UBWUBATSI BWAMAZU AGERETSE,4330
IMYITOZO NGORORAMUBIRI,9312
IMAIRIMO YA FINANCE,6419
GUTWARA ABANTU MUKIRERE,5110
UBURUZI BWIBIKORESHO BYA SPORT,4751
UBUCURUZI BWA SPORT EQUIPMENT,4530
UBUZAMU MURUGO WRUMUNTU,9609
IMIRIMO YOMUGO,9700
UBUCURUZI BWIBIKORESHO BIRIMO INTEBE IBITANDA NIBINDI,4719
IMIRIMO YO MU BUYOBOZI BUKURU,8411
UBWUBATSI BW'AMAZU ASANZWE,4100
UBWUBATSI BW'AMAZU ASANZWE,4100
UBWUBATSI BW'AMAZU ASANZWE,4100
IVUGABUTUMWA,9491
GUTWARA ABAGENZI KURI MOTO,4921
UBUDANDAZI BW'IBIRIBWA MURI BOUTIQUE,4781
UBWUBATSI BW'AMAZU ASANZWE,4100
UBWUBATSI BW'AMAZU ASANZWE,4100
UBWUBATSI BW'AMAZU ASANZWE,4100
UBUVUZI BW'ABANTU,8610
UBWIKOREZI BW'IBICUZWA KU BUTAKA,4923
IMIRIMO YO MURUGO,9700
UBWUBATSI BW'IMIHANDA N'AMATEME,4210
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'IBISHYIMBO,111
IMIRIMO YO KUVOMA AMAZI KU MUTWE,4922
UBUHINZI BW'IBISHYIMBO,111
